Ano;Id;Município;prop_inter_pop_total;prop_dias_perm_internacoes;prop_obito_internacao;prop_pop_acesso_esg;idhm;populacao;pib_percapta
2012;111;Ouro Preto;47;184;1;0,662288745;0,741;70886;80103,69
2013;111;Ouro Preto;27;117;0;0,642462747;0,741;73349;91668,03
2014;111;Ouro Preto;20;79;0;0,642333786;0,741;73700;79116,61
2008;112;Paracatu;43;145;2;0,777030779;0,613;82850;13179,01
2009;112;Paracatu;37;101;1;0,867843466;0,613;83560;14672,66
2010;112;Paracatu;62;231;2;0,870794872;0,744;84718;20086,97
2011;112;Paracatu;24;101;1;0,870798614;0,744;85448;24884,05
2012;112;Paracatu;23;76;1;0,870799624;0,744;86153;31081,58
2013;112;Paracatu;13;74;0;0,870791913;0,744;89530;32536,89
2014;112;Paracatu;16;61;0;0,870799832;0,744;90294;31669,31
2008;113;Pará de Minas;46;232;0;0,910688984;0,643;83282;14333,45
2009;113;Pará de Minas;64;273;1;0,930480395;0,643;84264;15997,44
2010;113;Pará de Minas;50;190;2;0,945187912;0,725;84215;18718,98
2011;113;Pará de Minas;59;248;2;0,945190183;0,725;85076;20267,61
2012;113;Pará de Minas;32;127;0;0,945185547;0,725;85908;22507,32
2013;113;Pará de Minas;25;105;0;0,945190006;0,725;89418;24329,45
2014;113;Pará de Minas;19;69;0;0,945186366;0,725;90306;26097,77
2008;114;Paraguaçu;11;32;0;0,822327276;0,635;20307;10499,39
2009;114;Paraguaçu;8;22;0;0,928288218;0,635;20429;10206
2010;114;Paraguaçu;15;47;0;0,844109657;0,715;20245;13158,38
2011;114;Paraguaçu;13;79;0;0,84060749;0,715;20346;15263,35
2012;114;Paraguaçu;2;3;0;0,874669797;0,715;20442;15920,04
2013;114;Paraguaçu;11;50;1;0,880740881;0,715;21164;16289,91
2014;114;Paraguaçu;7;57;1;0,889264899;0,715;21276;17383,12
2008;115;Paraisópolis;19;49;;0,724137931;0,629;18734;15062,13
2009;115;Paraisópolis;21;47;;0,699957546;0,629;18844;14619,98
2010;115;Paraisópolis;20;51;;0,84013623;0,729;19379;15978,72
2011;115;Paraisópolis;6;19;;0,838864987;0,729;19524;15703,41
2012;115;Paraisópolis;6;8;;0,838791701;0,729;19664;14970,62
2013;115;Paraisópolis;5;14;;0,846986771;0,729;20410;17483,42
2014;115;Paraisópolis;7;21;;1;0,729;20563;17080,4
2008;116;Passa Quatro;5;10;0;0,827950193;0,641;15821;7884,55
2009;116;Passa Quatro;9;19;0;0,836078456;0,641;15907;8750,87
2010;116;Passa Quatro;16;34;1;0,853516878;0,715;15582;13755,24
2011;116;Passa Quatro;11;26;0;0,86328175;0,715;15638;14886,14
2012;116;Passa Quatro;19;46;0;0,860310986;0,715;15692;15470,5
2013;116;Passa Quatro;17;39;0;0,844428008;0,715;16224;16848,82
2014;116;Passa Quatro;21;47;0;0,85592388;0,715;16290;17617,8
2008;117;Passos;121;432;3;0,938173982;0,655;106735;10267,03
2009;117;Passos;133;534;1;0,940075637;0,655;107619;11011,7
2010;117;Passos;146;514;1;0,938300875;0,756;106290;13249,36
2011;117;Passos;105;351;2;0,937637283;0,756;106987;15246,19
2012;117;Passos;113;358;1;0,937173164;0,756;107661;16684,78
2013;117;Passos;97;320;2;0,940206536;0,756;111651;17498,31
2014;117;Passos;82;335;2;0,94020569;0,756;112402;18722,39
2008;118;Patrocínio;87;322;1;0,901820782;0,65;85293;13914,83
2009;118;Patrocínio;62;254;0;0,901916338;0,65;86467;14936,58
2010;118;Patrocínio;82;288;0;0,882225267;0,729;82471;15535
2011;118;Patrocínio;52;231;0;0,87462134;0,729;83188;19002,54
2012;118;Patrocínio;49;175;0;0,874609571;0,729;83882;20880,9
2013;118;Patrocínio;74;329;1;0,87460139;0,729;87178;20569,96
2014;118;Patrocínio;76;356;0;0,882221818;0,729;87928;25048,98
2008;119;Pedralva;3;10;0;0,520661881;0,571;11422;7159,71
2009;119;Pedralva;1;3;0;0,532552198;0,571;11351;7081,32
2010;119;Pedralva;3;11;0;0,485131246;0,675;11467;6696,95
2011;119;Pedralva;1;4;0;0,485121652;0,675;11426;8938,02
2012;119;Pedralva;0;0;0;0,485157211;0,675;11386;9500,28
2013;119;Pedralva;0;0;0;0,485149362;0,675;11683;8850,78
2014;119;Pedralva;4;12;0;0,485152763;0,675;11652;10519,69
2008;120;Pedro Leopoldo;15;58;1;0,680429777;0,67;58635;14305,34
2009;120;Pedro Leopoldo;12;63;0;0,685646079;0,67;59064;14661,43
2010;120;Pedro Leopoldo;15;60;0;0,701447055;0,757;58740;19335,87
2011;120;Pedro Leopoldo;13;68;1;0,705976728;0,757;59213;23197,76
2012;120;Pedro Leopoldo;5;41;1;0,71444612;0,757;59670;24808,03
2013;120;Pedro Leopoldo;2;9;0;0,705381202;0,757;61975;25816,72
2014;120;Pedro Leopoldo;3;13;0;0,710530949;0,757;62473;25384,95
2008;121;Pimenta;8;27;;0,76777699;0,579;8466;10830,57
2009;121;Pimenta;0;0;;0,774193548;0,579;8525;11132,5
2010;121;Pimenta;2;7;;0,801359883;0,686;8236;10198,05
2011;121;Pimenta;4;14;;0,822447992;0,686;8268;12514,03
2012;121;Pimenta;2;6;;0,819375828;0,686;8299;13068,51
2013;121;Pimenta;2;5;;0,850617572;0,686;8582;15965,71
2014;121;Pimenta;3;19;;0,846966005;0,686;8619;17019,21
2008;122;Pirapora;91;308;0;0,020212228;0,614;53433;17295,59
2009;122;Pirapora;75;385;1;0,083711924;0,614;53708;16716,63
2010;122;Pirapora;48;156;1;0,219382401;0,731;53368;21567,83
2011;122;Pirapora;35;130;0;0,231792404;0,731;53604;25735,35
2012;122;Pirapora;46;164;0;0,311561896;0,731;53832;25506,66
2013;122;Pirapora;49;172;2;0,372989372;0,731;55704;24789,25
2014;122;Pirapora;61;159;2;0,525977274;0,731;55972;28667,28
2008;123;Piumhi;394;1335;2;0,840355936;0,657;32253;12009,03
2009;123;Piumhi;373;1146;3;0,837507673;0,657;32580;14941,02
2010;123;Piumhi;493;1469;2;0,866919675;0,737;31883;15043,28
2011;123;Piumhi;278;855;3;0,896796488;0,737;32121;20526,36
2012;123;Piumhi;330;962;1;0,893298714;0,737;32352;19944,2
2013;123;Piumhi;303;895;3;0,895890411;0,737;33580;15236,52
2014;123;Piumhi;468;1311;1;0,895900452;0,737;33833;19806,72
2008;124;Poços de Caldas;106;454;2;0,956807355;0,716;150095;19137,52
2009;124;Poços de Caldas;52;202;1;0,967850564;0,716;151449;18609,93
2010;124;Poços de Caldas;49;220;0;0,963689441;0,779;152435;24538,88
2011;124;Poços de Caldas;23;102;0;0,973693455;0,779;153726;27660,43
2012;124;Poços de Caldas;25;94;0;0,973685909;0,779;154974;31220,24
2013;124;Poços de Caldas;28;108;0;0,9979941;0,779;161025;36331,2
2014;124;Poços de Caldas;33;150;1;0,997807598;0,779;162379;39985,71
2008;125;Ponte Nova;109;380;1;0,899986083;0,62;57482;11241,45
2009;125;Ponte Nova;202;748;7;0,857876297;0,62;57654;11924,2
2010;125;Ponte Nova;155;560;1;0,879804844;0,717;57390;13625,91
2011;125;Ponte Nova;124;729;7;0,891383295;0,717;57551;17660,44
2012;125;Ponte Nova;63;303;1;0,971406786;0,717;57706;18587,87
2013;125;Ponte Nova;50;197;3;0,949994968;0,717;59614;19015,45
2014;125;Ponte Nova;55;253;2;0,959992644;0,717;59814;21786,99
2008;126;Porteirinha;345;1039;2;0,251366264;0,482;37877;3796,77
2009;126;Porteirinha;256;694;1;0,282173247;0,482;37842;4012,68
2010;126;Porteirinha;204;525;0;0,30908656;0,651;37627;4543,28
2011;126;Porteirinha;176;449;2;0,325684048;0,651;37607;5190,67
2012;126;Porteirinha;137;404;3;0,236777695;0,651;37588;5876,18
2013;126;Porteirinha;129;334;3;0,250251958;0,651;38697;6450,39
2014;126;Porteirinha;90;284;0;0,26458963;0,651;38709;7050,74
2008;127;Poté;64;276;;0,341246876;0,473;15206;4218,07
2009;127;Poté;33;134;;0,35971648;0,473;15237;4730,87
2010;127;Poté;7;38;;0,375183507;0,624;15667;4867,51
2011;127;Poté;12;60;;0,389870361;0,624;15736;5426,9
2012;127;Poté;3;13;;0,467122334;0,624;15801;6173,01
2013;127;Poté;3;12;;0,515351682;0,624;16350;6663,84
2014;127;Poté;2;6;;0,517287558;0,624;16428;7353,49
2008;128;Pouso Alegre;46;268;1;1,010539255;0,69;126100;17567,73
2009;128;Pouso Alegre;58;417;6;1,014057543;0,69;127974;20033,53
2010;128;Pouso Alegre;63;481;3;0,915591624;0,774;130615;23915,64
2011;128;Pouso Alegre;42;207;0;0,915595153;0,774;132445;27096,72
2012;128;Pouso Alegre;61;423;2;0,915590657;0,774;134215;31255,6
2013;128;Pouso Alegre;41;250;0;0,915591593;0,774;140223;36668,99
2014;128;Pouso Alegre;27;140;1;0,915592688;0,774;142073;41742,99
2008;129;Raul Soares;55;149;2;0,615140673;0,548;24596;5807,32
2009;129;Raul Soares;67;168;2;0,487157604;0,548;24606;6101,84
2010;129;Raul Soares;54;133;1;0,534805609;0,655;23818;6383,21
2011;129;Raul Soares;24;59;0;0,540932599;0,655;23783;8037,39
2012;129;Raul Soares;57;162;2;0,599839987;0,655;23748;8436,47
2013;129;Raul Soares;40;106;0;0,626376776;0,655;24423;8754,78
2014;129;Raul Soares;35;114;0;0,642535234;0,655;24408;9794,55
2008;130;Ribeirão das Neves;22;93;1;0,533436461;0,577;340033;4409,33
2009;130;Ribeirão das Neves;16;99;1;0,590695291;0,577;349307;4903,54
2010;130;Ribeirão das Neves;24;105;0;0,735938201;0,684;296317;5849,66
2011;130;Ribeirão das Neves;15;59;1;0,794511042;0,684;299729;6725,48
2012;130;Ribeirão das Neves;15;51;1;0,819208723;0,684;303029;8291,9
2013;130;Ribeirão das Neves;23;131;1;0,885260228;0,684;315819;9103,18
2014;130;Ribeirão das Neves;23;110;0;0,923842034;0,684;319310;10315,41
2008;131;Rio Pardo de Minas;75;226;0;0,001110401;0,421;29719;5126,36
2009;131;Rio Pardo de Minas;95;298;0;0,020436104;0,421;29947;5039,48
2010;131;Rio Pardo de Minas;157;472;1;0,311591464;0,624;29099;4922,86
2011;131;Rio Pardo de Minas;142;413;0;0,31793311;0,624;29242;5800,44
2012;131;Rio Pardo de Minas;85;310;1;0,090398557;0,624;29381;6321,76
2013;131;Rio Pardo de Minas;69;212;0;0,111118417;0,624;30418;7078,59
2014;131;Rio Pardo de Minas;84;224;0;0,123618288;0,624;30578;7699,99
2008;132;Sacramento;36;123;3;0,805138254;0,628;22965;24830,6
2009;132;Sacramento;35;97;0;0,945266528;0,628;23112;22804,56
2010;132;Sacramento;41;106;0;0,825661199;0,732;23896;23783,65
2011;132;Sacramento;17;64;0;0,806624331;0,732;24093;27600,71
2012;132;Sacramento;32;100;0;0,80661368;0,732;24283;29692,7
2013;132;Sacramento;34;103;0;0,828543112;0,732;25225;30563,56
2014;132;Sacramento;38;93;1;0,991742686;0,732;25432;31064,14
2008;133;Salinas;55;136;1;0,590167754;0,535;38628;5602,6
2009;133;Salinas;48;155;1;0,623836655;0,535;38789;6123,33
2010;133;Salinas;62;174;1;0,651232835;0,679;39178;7638
2011;133;Salinas;87;235;4;0,676912135;0,679;39367;8396,29
2012;133;Salinas;109;286;2;0,814538559;0,679;39550;9987,63
2013;133;Salinas;75;184;0;0,817546773;0,679;40942;10852,38
2014;133;Salinas;92;380;2;0,879118205;0,679;41098;11451,25
2008;134;Santa Luzia;28;130;1;0,744497401;0,608;227438;7502,62
2009;134;Santa Luzia;26;148;0;0,767882663;0,608;231607;7711,45
2010;134;Santa Luzia;43;218;1;0,898803599;0,715;202942;10979,47
2011;134;Santa Luzia;23;103;0;0,90720267;0,715;204327;11878,51
2012;134;Santa Luzia;30;249;3;0,914959206;0,715;205666;12910,11
2013;134;Santa Luzia;10;44;0;0,896393166;0,715;213345;14814,38
2014;134;Santa Luzia;15;85;1;0,91722292;0,715;214830;15105,19
2008;135;Santa Rita de Caldas;17;57;;0,50487413;0,599;9335;10262,8
2009;135;Santa Rita de Caldas;13;41;;0,522661524;0,599;9333;10923,42
2010;135;Santa Rita de Caldas;7;18;;0,555666334;0,69;9027;9719,93
2011;135;Santa Rita de Caldas;3;9;;0,577486679;0,69;9008;11230,21
2012;135;Santa Rita de Caldas;13;59;;0,595661846;0,69;8990;12360,67
2013;135;Santa Rita de Caldas;2;4;;0,59162247;0,69;9239;14742,8
2014;135;Santa Rita de Caldas;0;0;;0,611183355;0,69;9228;14554,69
2008;136;Santa Rita do Sapucaí;36;98;1;0,873866308;0,654;35724;17101,37
2009;136;Santa Rita do Sapucaí;30;71;0;0,892973721;0,654;36150;16514,73
2010;136;Santa Rita do Sapucaí;24;59;0;0,859723473;0,721;37754;24778,57
2011;136;Santa Rita do Sapucaí;14;27;1;0,85972342;0,721;38253;26979,01
2012;136;Santa Rita do Sapucaí;8;33;0;0,859735633;0,721;38734;28863,57
2013;136;Santa Rita do Sapucaí;7;27;0;0,859725485;0,721;40435;31325,46
2014;136;Santa Rita do Sapucaí;22;56;0;0,85972497;0,721;40941;33238,44
2008;137;Santo Antônio do Monte;112;356;1;0,850782284;0,623;25694;8656,59
2009;137;Santo Antônio do Monte;54;185;2;0,868913858;0,623;25899;8488,65
2010;137;Santo Antônio do Monte;57;155;2;0,85439846;0,724;25975;10054,24
2011;137;Santo Antônio do Monte;28;71;0;0,854402323;0,724;26168;11569,81
2012;137;Santo Antônio do Monte;42;106;0;0,854399879;0,724;26353;14446,22
2013;137;Santo Antônio do Monte;33;96;1;0,854416496;0,724;27352;14957,48
2014;137;Santo Antônio do Monte;39;94;0;0,854405574;0,724;27556;15620,13
2008;138;São Francisco;63;311;2;0,097782883;0,485;54846;3767,81
2009;138;São Francisco;25;140;2;0,449085073;0,485;55141;4077,02
2010;138;São Francisco;33;178;0;0,476201977;0,638;53828;4624,7
2011;138;São Francisco;21;63;0;0,481770882;0,638;54007;5097,39
2012;138;São Francisco;32;119;1;0,179771133;0,638;54180;5792,35
2013;138;São Francisco;32;132;2;0,276967305;0,638;56003;6461,8
2014;138;São Francisco;38;138;1;0,368625149;0,638;56217;7012,45
2008;139;São Gotardo;9;33;0;0,772966247;0,627;32145;10711,22
2009;139;São Gotardo;11;24;0;0,810926949;0,627;32580;11449,34
2010;139;São Gotardo;37;94;0;0,858889343;0,736;31819;10865,98
2011;139;São Gotardo;21;91;1;0,901496531;0,736;32141;12137,52
2012;139;São Gotardo;34;98;0;0,918217675;0,736;32452;14056,54
2013;139;São Gotardo;23;82;1;0,908627939;0,736;33774;16132,48
2014;139;São Gotardo;23;66;0;0,922567215;0,736;34107;16691,49
2008;140;São João Batista do Glória;2;4;;0,827595897;0,607;7117;48417,48
2009;140;São João Batista do Glória;3;8;;0,781675465;0,607;7198;43744,31
2010;140;São João Batista do Glória;2;4;;0,778713518;0,724;6887;11455,88
2011;140;São João Batista do Glória;3;14;;0,78630137;0,724;6935;13663,82
2012;140;São João Batista do Glória;1;17;;0,784844578;0,724;6981;15503,41
2013;140;São João Batista do Glória;0;0;;0,789808038;0,724;7241;17101,02
2014;140;São João Batista do Glória;3;10;;0,793335162;0,724;7292;16648,37
2008;141;São João del Rei;163;505;1;0,088060756;0,673;84930;9868,08
2009;141;São João del Rei;104;309;1;0,087470615;0,673;85503;9617,93
2010;141;São João del Rei;128;390;5;0,094152884;0,758;84469;12146,86
2011;141;São João del Rei;62;278;1;0,100719509;0,758;84919;14261,6
2012;141;São João del Rei;104;363;0;0,111946856;0,758;85353;15488,8
2013;141;São João del Rei;106;289;0;0,115412024;0,758;88405;16952,55
2014;141;São João del Rei;150;428;1;0,121212121;0,758;88902;18334,92
2008;142;São João do Paraíso;55;211;0;0,128164347;0,443;22635;4125,36
2009;142;São João do Paraíso;65;207;0;0,290273023;0,443;22782;4289,74
2010;142;São João do Paraíso;66;227;1;0,341771585;0,615;22319;4934,11
2011;142;São João do Paraíso;45;157;2;0,392372881;0,615;22420;5237,79
2012;142;São João do Paraíso;23;79;0;0,223031487;0,615;22517;6074,33
2013;142;São João do Paraíso;40;110;1;0,242500966;0,615;23303;6181,01
2014;142;São João do Paraíso;53;231;3;0,285817995;0,615;23417;7313,49
2008;143;São Lourenço;76;264;1;0,903330568;0,699;42185;8339,79
2009;143;São Lourenço;59;174;0;1;0,699;42688;8679,12
2010;143;São Lourenço;73;248;1;1;0,759;41657;12455,69
2011;143;São Lourenço;51;163;1;0,991337665;0,759;42021;14017,17
2012;143;São Lourenço;26;107;0;0,983125649;0,759;42372;16109,11
2013;143;São Lourenço;17;51;0;0,989985694;0,759;44037;16943,81
2014;143;São Lourenço;15;45;0;0,990003827;0,759;44417;18418,03
2008;144;São Tiago;12;56;0;0,443858327;0,565;10616;6388,31
2009;144;São Tiago;11;57;0;0,66322217;0,565;10645;6529,86
2010;144;São Tiago;13;57;0;0,687434902;0,662;10561;6926,53
2011;144;São Tiago;6;23;0;0,708955224;0,662;10586;7986,67
2012;144;São Tiago;15;70;1;0,578659629;0,662;10609;9876,36
2013;144;São Tiago;23;123;1;0,584938384;0,662;10955;10476,92
2014;144;São Tiago;45;215;0;0,605133807;0,662;10986;11579,36
2008;145;Serro;83;282;0;0,295756955;0,493;21494;4852,25
2009;145;Serro;29;98;1;0,320696864;0,493;21525;5217,19
2010;145;Serro;43;154;0;0,392080634;0,656;20835;5792,98
2011;145;Serro;52;179;0;0,416050331;0,656;20822;6272,73
2012;145;Serro;55;186;2;0,431640156;0,656;20809;7288,93
2013;145;Serro;36;133;0;0,437462066;0,656;21419;8450,15
2014;145;Serro;39;182;1;0,462633618;0,656;21423;9120,67
2008;146;Sete Lagoas;120;555;2;0,943002471;0,66;221764;21391,8
2009;146;Sete Lagoas;70;413;2;0,949001145;0,66;225358;18217,73
2010;146;Sete Lagoas;108;716;8;0,948998842;0,76;214152;27190,17
2011;146;Sete Lagoas;142;730;13;0,95;0,76;216400;29592,2
2012;146;Sete Lagoas;276;1329;18;0,949998627;0,76;218574;31398,79
2013;146;Sete Lagoas;180;827;10;0,949998023;0,76;227571;35770,19
2014;146;Sete Lagoas;149;684;4;0,955991422;0,76;229887;34688,47
2008;147;Teófilo Otoni;120;692;10;0,746684442;0,589;130521;7999,41
2009;147;Teófilo Otoni;89;558;9;0,774757311;0,589;130517;8848,55
2010;147;Teófilo Otoni;73;526;3;0,766002449;0,701;134745;10878,66
2011;147;Teófilo Otoni;61;437;3;0,780879589;0,701;135154;11895,06
2012;147;Teófilo Otoni;41;261;2;0,801872386;0,701;135549;12672,82
2013;147;Teófilo Otoni;57;356;3;0,803993803;0,701;140067;13734,21
2014;147;Teófilo Otoni;32;209;1;0,816920045;0,701;140567;15379,33
2008;148;Três Corações;89;310;4;0,873842825;0,635;74859;18178,23
2009;148;Três Corações;104;384;1;0,879051415;0,635;75776;17739,28
2010;148;Três Corações;87;280;2;0,904638219;0,744;72765;20727,86
2011;148;Três Corações;74;250;1;0,904634642;0,744;73339;22859,19
2012;148;Três Corações;77;334;3;0,904633664;0,744;73894;23587,28
2013;148;Três Corações;42;188;1;0,904644616;0,744;76734;23141,12
2014;148;Três Corações;37;152;0;0,904641841;0,744;77340;23836,24
2008;149;Três Marias;86;289;1;0,812753183;0,641;27648;29131,8
2009;149;Três Marias;24;102;0;0,811318736;0,641;28042;31620,46
2010;149;Três Marias;73;189;0;0,840772653;0,752;28318;34732,38
2011;149;Três Marias;35;98;1;0,854861765;0,752;28683;33850,46
2012;149;Três Marias;32;83;0;0,866062819;0,752;29036;32674,56
2013;149;Três Marias;28;76;0;0,852781995;0,752;30302;37544,76
2014;149;Três Marias;40;107;2;0,865973332;0,752;30673;40031,97
2008;150;Três Pontas;131;358;2;0,869482941;0,626;53901;10553,4
2009;150;Três Pontas;89;257;0;0,866257918;0,626;54149;9967,28
2010;150;Três Pontas;48;124;0;0,85926476;0,731;53860;12310,8
2011;150;Três Pontas;29;106;1;0,863308554;0,731;54078;14856,58
2012;150;Três Pontas;40;104;1;0,8757391;0,731;54289;14930,57
2013;150;Três Pontas;42;98;0;0,875258209;0,731;56156;15320,51
2014;150;Três Pontas;67;217;4;0,888171891;0,731;56408;17515,5
2008;151;Tupaciguara;131;275;0;0,774588097;0,634;23792;11798,16
2009;151;Tupaciguara;134;275;0;0,796946437;0,634;23841;12346,58
2010;151;Tupaciguara;183;365;0;0,8475277;0,719;24188;11686,28
2011;151;Tupaciguara;77;153;0;0,858473075;0,719;24271;15196,66
2012;151;Tupaciguara;146;279;2;0,901437372;0,719;24350;16229,27
2013;151;Tupaciguara;183;378;1;0,905804299;0,719;25171;17212,36
2014;151;Tupaciguara;300;741;1;0,908227472;0,719;25269;19755,15
2008;152;Turmalina;105;290;1;0,460560789;0,516;17939;5536,06
2009;152;Turmalina;89;243;1;0,50810632;0,516;18134;5542,82
2010;152;Turmalina;121;364;0;0,558903351;0,682;18055;7681,92
2011;152;Turmalina;91;238;0;0,617769729;0,682;18222;9141,9
2012;152;Turmalina;93;230;2;0,652124245;0,682;18383;10240,76
2013;152;Turmalina;33;103;1;0,662237104;0,682;19114;10488,83
2014;152;Turmalina;25;54;0;0,67959353;0,682;19288;14848,33
2008;153;Uberaba;400;1680;0;0,986678159;0,692;292377;21279,05
2009;153;Uberaba;293;1137;1;0,961871458;0,692;296261;21904,7
2010;153;Uberaba;340;1252;3;0,980641107;0,772;295988;24661,21
2011;153;Uberaba;257;932;0;0,980107629;0,772;299361;27143,62
2012;153;Uberaba;254;938;1;0,985096969;0,772;302623;31060,69
2013;153;Uberaba;252;942;2;0,979997463;0,772;315360;34449,63
2014;153;Uberaba;289;1128;2;0,979997679;0,772;318813;36403,22
2008;154;Uberlândia;474;1687;5;0,956084191;0,702;622441;22926,5
2009;154;Uberlândia;379;1475;1;0,9565142;0,702;634345;25484,48
2010;154;Uberlândia;444;1497;3;0,973447591;0,789;604013;31569,3
2011;154;Uberlândia;293;1435;8;0,97245483;0,789;611904;31954,7
2012;154;Uberlândia;262;1323;4;0,972274412;0,789;619536;36861,91
2013;154;Uberlândia;402;1393;4;0,972273467;0,789;646673;39770,62
2014;154;Uberlândia;698;1904;6;0,972273519;0,789;654681;43291,56
2008;155;Unaí;67;152;2;0,864825075;0,651;77433;17227,08
2009;155;Unaí;27;77;1;0,6989824;0,651;78125;16776,38
2010;155;Unaí;40;110;0;0,704647715;0,736;77565;17142,26
2011;155;Unaí;27;81;1;0,701589373;0,736;78144;22177,08
2012;155;Unaí;6;27;3;0,703823234;0,736;78703;25664,13
2013;155;Unaí;27;87;1;0,707943153;0,736;81693;27371,52
2014;155;Unaí;30;91;2;0,725193808;0,736;82298;26996,54
2008;156;União de Minas;93;298;;0,627484144;0,533;4730;16388
2009;156;União de Minas;77;246;;0,685110876;0,533;4735;19066,03
2010;156;União de Minas;146;377;;0,617021277;0,672;4418;16915,6
2011;156;União de Minas;159;388;;0,616992276;0,672;4402;31306,4
2012;156;União de Minas;205;477;;0,617103763;0,672;4385;18326
2013;156;União de Minas;108;252;;0,616940863;0,672;4498;21219,04
2014;156;União de Minas;102;259;;0,617030762;0,672;4486;24155,87
2008;157;Varginha;76;334;1;1,036763305;0,702;120691;23647,13
2009;157;Varginha;51;212;1;1,045030176;0,702;121785;25013,79
2010;157;Varginha;37;149;0;0,967338582;0,778;123081;26268,24
2011;157;Varginha;17;66;0;0,967341054;0,778;124162;28571,88
2012;157;Varginha;15;71;1;0,967342342;0,778;125208;29437,96
2013;157;Varginha;20;81;0;0,967334927;0,778;130139;31233,86
2014;157;Varginha;16;46;0;0,967341871;0,778;131269;34902,15
2008;158;Várzea da Palma;128;414;0;0,006377587;0,563;35907;17047,07
2009;158;Várzea da Palma;136;403;0;0,066062676;0,563;36314;16594,23
2010;158;Várzea da Palma;224;688;0;0,085006563;0,666;35809;15422,16
2011;158;Várzea da Palma;80;217;0;0,210800188;0,666;36129;16654,14
2012;158;Várzea da Palma;74;199;0;0,140152035;0,666;36439;16536,85
2013;158;Várzea da Palma;44;116;0;0,16608147;0,666;37879;18126,3
2014;158;Várzea da Palma;38;157;0;0,225185146;0,666;38213;16466,49
2008;159;Varzelândia;116;461;;0,122142821;0,419;19731;3784,61
2009;159;Varzelândia;86;354;;0,16008295;0,419;19771;3961,09
2010;159;Varzelândia;108;436;;0,166928228;0,594;19116;4148,36
2011;159;Varzelândia;96;368;;0,171358309;0,594;19112;4862,24
2012;159;Varzelândia;113;485;;0,101475822;0,594;19108;5311,1
2013;159;Varzelândia;80;302;;0,103059254;0,594;19678;6123,51
2014;159;Varzelândia;70;286;;0,105434231;0,594;19690;6595,75
2008;160;Vazante;43;102;0;0,72406535;0,619;19954;14837,56
2009;160;Vazante;9;32;0;0,853507634;0,619;20042;13380,36
2010;160;Vazante;4;10;0;0,807128733;0,742;19723;17251
2011;160;Vazante;8;25;0;0,807126611;0,742;19785;21700,49
2012;160;Vazante;9;42;2;0,807145737;0,742;19844;22358,13
2013;160;Vazante;21;55;0;0,807129621;0,742;20506;25196,32
2014;160;Vazante;32;85;0;0,807142857;0,742;20580;28079,74
2008;161;Vespasiano;9;67;0;0,781662766;0,598;99557;9959,74
2009;161;Vespasiano;9;35;1;0,858668971;0,598;101846;10813,5
2010;161;Vespasiano;3;27;0;0,857156524;0,688;104527;14923,36
2011;161;Vespasiano;6;24;0;0,871012795;0,688;106685;19761,35
2012;161;Vespasiano;10;90;0;0,852543417;0,688;108771;21538,55
2013;161;Vespasiano;11;41;0;0,843299961;0,688;114365;20567,09
2014;161;Vespasiano;17;106;0;0,894065542;0,688;116506;22631,94
2008;162;Viçosa;145;499;2;0,879992367;0,677;73362;7704,5
2009;162;Viçosa;114;414;1;0,916584649;0,677;74171;8086,23
2010;162;Viçosa;141;471;1;0,975768485;0,775;72220;4520,46
2011;162;Viçosa;96;422;1;0,986261094;0,775;72786;6064,2
2012;162;Viçosa;91;389;0;0,83236742;0,775;73333;7172,2
2013;162;Viçosa;68;299;1;0,867125428;0,775;76147;6590,23
2014;162;Viçosa;83;312;1;0,880005212;0,775;76745;7340,34
